Date,Shift,Area,Machine,Operator,%Availability,Run Time,Slow Speed %,Slow Speed (Mins),Down Time %,Down Time(mins),Calculated Target Kg,Actual Kg,Target %,Total Shift Time,Product code,Calculated kg,Week,Month
03-10-2020,A,saw,N/A,,79,28,2,197,21,36,3450,1838,53.28,64,,894,40 week,10
03-10-2020,A,saw,N/A,,13,2,15,360,87,68,3450,1660,48.12,70,Nil,1525,40 week,10
03-10-2020,A,saw,N/A,,54,294,2,412,46,8,3450,3080,89.28,302,,2599,40 week,10
03-10-2020,A,saw,N/A,,48,117,0,434,52,268,3450,2879,83.45,385,Nil,1676,40 week,10
03-10-2020,A,saw,N/A,,53,469,17,112,47,383,3450,3374,97.8,852,,533,40 week,10
03-10-2020,A,saw,Pounds 2,Gnanasekar V,32,163,23,312,68,197,3450,465,13.48,360,ER70S6-2mm-AxlesRee,1410,40 week,10
03-10-2020,B,saw,Pounds 1,Parthiban G,60,155,14,151,40,458,3450,92,2.67,613,EM12K-4mm-1000mm-B,1503,40 week,10
03-10-2020,B,saw,Pounds 1,Parthiban G,98,188,25,195,2,280,3450,1288,37.33,468,EM12K-4mm-1000mm-B,2273,40 week,10
03-10-2020,B,saw,N/A,,87,404,28,74,13,192,3450,1313,38.06,596,,2723,40 week,10
03-10-2020,B,saw,N/A,,53,290,38,100,47,431,3450,2159,62.58,721,,536,40 week,10
03-10-2020,B,saw,N/A,,35,245,9,356,65,397,3450,1866,54.09,642,,2779,40 week,10
03-10-2020,B,saw,N/A,,20,450,31,228,80,474,3450,1149,33.3,924,,2532,40 week,10
03-10-2020,B,saw,N/A,,18,132,23,7,82,413,3450,269,7.8,545,,818,40 week,10
03-10-2020,B,saw,N/A,,65,477,33,79,35,176,3450,2814,81.57,653,,2079,40 week,10
03-10-2020,B,saw,N/A,,81,362,25,53,19,108,3450,3147,91.22,470,,2423,40 week,10
03-10-2020,B,saw,N/A,,50,463,25,309,50,216,3450,712,20.64,679,,1841,40 week,10
03-10-2020,B,saw,N/A,,12,317,18,5,88,314,3450,2328,67.48,631,,220,40 week,10
03-10-2020,B,saw,N/A,,31,99,28,244,69,96,3450,2228,64.58,195,Nil,2533,40 week,10
03-10-2020,B,saw,N/A,,60,159,36,92,40,100,3450,2971,86.12,259,Nil,2200,40 week,10
03-10-2020,B,saw,N/A,,38,462,19,118,62,216,3450,1417,41.07,678,,2393,40 week,10
03-10-2020,B,saw,N/A,,100,324,11,243,0,182,3450,1989,57.65,506,,2515,40 week,10
03-10-2020,B,saw,N/A,,47,237,28,398,53,251,3450,943,27.33,488,Nil,112,40 week,10
03-10-2020,B,saw,N/A,,96,414,40,439,4,37,3450,1453,42.12,451,Nil,686,40 week,10
03-10-2020,B,saw,N/A,,95,304,30,152,5,316,3450,3114,90.26,620,,1314,40 week,10
03-10-2020,B,saw,N/A,,99,395,38,351,1,203,3450,1470,42.61,598,,825,40 week,10
03-10-2020,B,saw,Pounds 2,Gnanasekar V,17,14,37,366,83,213,3450,1490,43.19,227,ER70S6-2mm-AxlesRee,2471,40 week,10
03-10-2020,B,saw,Pounds 2,Gnanasekar V,33,297,25,99,67,246,3450,3151,91.33,543,ER70S6-2mm-AxlesRee,2636,40 week,10
03-10-2020,B,saw,Pounds 1,Parthiban G,75,259,35,131,25,290,3450,2317,67.16,549,EM12K-4mm-1000mm-B,502,40 week,10
03-10-2020,B,saw,N/A,,33,292,31,172,67,240,3450,843,24.43,532,,84,40 week,10
03-10-2020,B,saw,N/A,,81,146,38,325,19,313,3450,2345,67.97,459,,473,40 week,10
03-10-2020,B,saw,N/A,,91,406,12,417,9,273,3450,74,2.14,679,,2527,40 week,10
03-10-2020,B,saw,N/A,,36,185,9,232,64,7,3450,334,9.68,192,,1114,40 week,10
03-10-2020,B,saw,N/A,,63,248,25,427,37,165,3450,1602,46.43,413,,866,40 week,10
03-10-2020,B,saw,N/A,,80,387,13,254,20,331,3450,201,5.83,718,Nil,794,40 week,10
03-10-2020,B,saw,N/A,,14,390,32,70,86,384,3450,2063,59.8,774,,2918,40 week,10
03-10-2020,B,saw,N/A,,1,299,24,409,99,368,3450,3283,95.16,667,Nil,964,40 week,10
03-10-2020,B,saw,N/A,,2,141,30,366,98,234,3450,1451,42.06,375,,1826,40 week,10
03-10-2020,B,saw,Pounds 2,Gnanasekar V,26,220,11,333,74,370,3450,2581,74.81,590,ER70S6-2mm-AxlesRee,1945,40 week,10
04-10-2020,B,saw,Pounds 1,Parthiban G,94,95,16,147,6,472,3450,101,2.93,567,EM12K-4mm-1000mm-B,960,40 week,10
04-10-2020,B,saw,Pounds 1,Parthiban G,2,170,12,224,98,453,3450,2679,77.65,623,EM12K-4mm-1000mm-B,1741,40 week,10
04-10-2020,B,saw,N/A,,38,315,25,387,62,130,3450,2463,71.39,445,,2269,40 week,10
04-10-2020,B,saw,N/A,,87,428,10,162,13,89,3450,2354,68.23,517,,2633,40 week,10
04-10-2020,B,saw,N/A,,32,7,4,378,68,300,3450,1691,49.01,307,,2514,40 week,10
04-10-2020,B,saw,N/A,,16,103,23,323,84,386,3450,3049,88.38,489,,2293,40 week,10
04-10-2020,B,saw,N/A,,6,177,25,249,94,202,3450,348,10.09,379,,2930,40 week,10
04-10-2020,B,saw,N/A,,61,222,24,110,39,448,3450,1334,38.67,670,,2186,40 week,10
04-10-2020,B,saw,N/A,,74,360,2,227,26,24,3450,33,0.96,384,,1320,40 week,10
04-10-2020,B,saw,N/A,,99,73,14,285,1,212,3450,2972,86.14,285,,817,40 week,10
04-10-2020,B,saw,N/A,,66,1,38,346,34,31,3450,2597,75.28,32,,1319,40 week,10
04-10-2020,B,saw,N/A,,1,196,28,31,99,14,3450,943,27.33,210,Nil,963,40 week,10
04-10-2020,B,saw,N/A,,60,328,12,239,40,296,3450,2220,64.35,624,Nil,558,40 week,10
04-10-2020,B,saw,N/A,,97,210,15,140,3,323,3450,2472,71.65,533,,403,40 week,10
04-10-2020,B,saw,N/A,,4,7,1,314,96,81,3450,3224,93.45,88,,2633,40 week,10
04-10-2020,B,saw,N/A,,54,119,5,147,46,65,3450,2473,71.68,184,Nil,2730,40 week,10
04-10-2020,B,saw,N/A,,45,303,20,103,55,36,3450,381,11.04,339,Nil,2343,40 week,10
04-10-2020,B,saw,N/A,,82,254,16,33,18,458,3450,3248,94.14,712,,1461,40 week,10
04-10-2020,B,saw,N/A,,70,427,2,468,30,338,3450,2987,86.58,765,,2855,40 week,10
04-10-2020,B,saw,Pounds 2,Gnanasekar V,26,399,16,302,74,38,3450,2529,73.3,437,ER70S6-2mm-AxlesRee,2515,40 week,10
04-10-2020,B,saw,Pounds 2,Gnanasekar V,43,427,1,238,57,220,3450,1479,42.87,647,ER70S6-2mm-AxlesRee,464,40 week,10
04-10-2020,B,saw,Pounds 1,Parthiban G,34,107,24,468,66,271,3450,2465,71.45,378,EM12K-4mm-1000mm-B,1022,40 week,10
04-10-2020,B,saw,N/A,,1,228,35,460,99,187,3450,3454,100.12,415,,833,40 week,10
04-10-2020,B,saw,N/A,,30,415,21,162,70,39,3450,1522,44.12,454,,1379,40 week,10
04-10-2020,B,saw,N/A,,89,3,34,469,11,276,3450,2760,80,279,,2554,40 week,10
04-10-2020,B,saw,N/A,,32,110,32,125,68,179,3450,319,9.25,289,,2208,40 week,10
04-10-2020,B,saw,N/A,,63,385,19,181,37,313,3450,2439,70.7,698,,812,40 week,10
04-10-2020,B,saw,N/A,,40,364,40,175,60,460,3450,792,22.96,824,Nil,629,40 week,10
04-10-2020,B,saw,N/A,,17,286,26,148,83,336,3450,2091,60.61,622,,1455,40 week,10
04-10-2020,B,saw,N/A,,18,341,40,283,82,104,3450,1849,53.59,445,Nil,1173,40 week,10
04-10-2020,B,saw,N/A,,32,224,21,92,68,441,3450,695,20.14,665,,9,40 week,10
04-10-2020,B,saw,Pounds 2,Gnanasekar V,69,204,15,128,31,396,3450,383,11.1,600,ER70S6-2mm-AxlesRee,1889,40 week,10
05-10-2020,A,saw,Pounds 1,Praveen K. V.,26,411,4,98,74,201,3450,602,17.45,612,EM12K-4mm-1000mm-B,1002,41 week,10
05-10-2020,A,saw,N/A,,9,185,36,343,91,18,3450,1770,51.3,203,,2724,41 week,10
05-10-2020,A,saw,N/A,,86,63,21,65,14,324,3450,821,23.8,387,,2966,41 week,10
05-10-2020,A,saw,N/A,,0,227,32,18,100,189,3450,615,17.83,416,,64,41 week,10
05-10-2020,A,saw,N/A,,33,451,14,26,67,56,3450,2589,75.04,507,,730,41 week,10
05-10-2020,A,saw,N/A,,77,351,25,176,23,362,3450,319,9.25,713,,2181,41 week,10
05-10-2020,A,saw,N/A,,69,344,24,157,31,275,3450,584,16.93,619,Nil,1823,41 week,10
05-10-2020,A,saw,N/A,,37,132,28,412,63,306,3450,656,19.01,438,,607,41 week,10
05-10-2020,A,saw,N/A,,87,180,3,235,13,191,3450,1057,30.64,371,Nil,981,41 week,10
05-10-2020,A,saw,N/A,,16,99,16,231,84,383,3450,817,23.68,482,,1610,41 week,10
05-10-2020,A,saw,Pounds 2,Karthik ,100,183,2,400,0,146,3450,2095,60.72,329,ER70S6-2mm-WheelsR,47,41 week,10
05-10-2020,C,saw,Pounds 1,Praveen K. V.,26,99,26,21,74,412,3450,1141,33.07,511,EM12K-4mm-1000mm-B,1276,41 week,10
05-10-2020,C,saw,N/A,,19,96,8,472,81,313,3450,110,3.19,409,,1612,41 week,10
05-10-2020,C,saw,N/A,,75,344,4,214,25,116,3450,1991,57.71,460,,291,41 week,10
05-10-2020,C,saw,N/A,,64,386,33,453,36,57,3450,3434,99.54,443,,2891,41 week,10
05-10-2020,C,saw,N/A,,49,119,15,1,51,191,3450,1203,34.87,310,,2376,41 week,10
05-10-2020,C,saw,N/A,,85,281,3,295,15,310,3450,1743,50.52,591,,615,41 week,10
05-10-2020,C,saw,N/A,,71,299,37,432,29,34,3450,3409,98.81,333,Nil,287,41 week,10
05-10-2020,C,saw,N/A,,78,398,38,223,22,135,3450,3359,97.36,533,,256,41 week,10
05-10-2020,C,saw,N/A,,36,220,26,149,64,25,3450,2120,61.45,245,Nil,233,41 week,10
05-10-2020,C,saw,N/A,,10,152,36,65,90,200,3450,3027,87.74,352,,2035,41 week,10
05-10-2020,C,saw,Pounds 2,Karthik ,64,263,31,447,36,228,3450,320,9.28,491,ER70S6-2mm-WheelsR,2456,41 week,10
05-10-2020,C,saw,Pounds 1,Praveen K. V.,33,34,3,70,67,306,3450,2007,58.17,340,Nil,245,41 week,10
05-10-2020,C,saw,N/A,,19,32,9,412,81,68,3450,1130,32.75,100,,2050,41 week,10
05-10-2020,C,saw,N/A,,96,397,31,416,4,416,3450,799,23.16,813,,1257,41 week,10
05-10-2020,C,saw,N/A,,22,397,1,198,78,148,3450,388,11.25,545,,2915,41 week,10
05-10-2020,C,saw,N/A,,12,178,29,29,88,159,3450,1616,46.84,337,,634,41 week,10
05-10-2020,C,saw,N/A,,50,386,16,431,50,137,3450,684,19.83,523,,1944,41 week,10
05-10-2020,C,saw,N/A,,58,153,20,100,42,321,3450,628,18.2,474,Nil,102,41 week,10
05-10-2020,C,saw,N/A,,25,471,29,435,75,138,3450,1354,39.25,609,,1732,41 week,10
05-10-2020,C,saw,N/A,,44,83,20,174,56,26,3450,1920,55.65,109,Nil,1738,41 week,10
05-10-2020,C,saw,N/A,,99,223,8,110,1,129,3450,2621,75.97,352,,2686,41 week,10
05-10-2020,C,saw,Pounds 2,Karthik ,92,179,10,404,8,449,3450,1323,38.35,628,Nil,1572,41 week,10
05-10-2020,C,saw,Pounds 1,Praveen K. V.,66,473,23,129,34,292,3450,3255,94.35,765,Nil,1480,41 week,10
05-10-2020,C,saw,N/A,,52,138,21,21,48,371,3450,3452,100.06,509,,476,41 week,10
05-10-2020,C,saw,N/A,,60,344,15,374,40,453,3450,3278,95.01,797,,2988,41 week,10
05-10-2020,C,saw,N/A,,35,98,37,283,65,237,3450,1500,43.48,335,,2595,41 week,10
05-10-2020,C,saw,N/A,,31,388,30,448,69,107,3450,563,16.32,495,,88,41 week,10
05-10-2020,C,saw,N/A,,81,468,39,291,19,54,3450,3149,91.28,522,,422,41 week,10
05-10-2020,C,saw,N/A,,6,16,13,412,94,358,3450,107,3.1,374,Nil,2782,41 week,10
05-10-2020,C,saw,N/A,,10,119,3,307,90,370,3450,3088,89.51,489,,923,41 week,10
05-10-2020,C,saw,N/A,,14,52,40,23,86,332,3450,2121,61.48,384,Nil,440,41 week,10
05-10-2020,C,saw,N/A,,39,108,29,204,61,168,3450,2303,66.75,276,,1192,41 week,10
05-10-2020,C,saw,Pounds 2,Karthik ,91,5,31,5,9,403,3450,1509,43.74,408,Nil,2751,41 week,10
06-10-2020,B,saw,Pounds 1,Praveen K. V.,46,333,25,110,54,166,3450,243,7.04,499,EM12K-3.2mm-650-D,1407,41 week,10
06-10-2020,B,saw,N/A,,63,234,23,253,37,279,3450,3306,95.83,513,,300,41 week,10
06-10-2020,B,saw,N/A,,40,82,13,56,60,211,3450,3383,98.06,293,,2738,41 week,10
06-10-2020,B,saw,N/A,,47,190,18,297,53,276,3450,1930,55.94,466,,2953,41 week,10
06-10-2020,B,saw,N/A,,97,271,30,292,3,88,3450,1172,33.97,359,,1598,41 week,10
06-10-2020,B,saw,N/A,,41,353,39,148,59,390,3450,2931,84.96,743,,615,41 week,10
06-10-2020,B,saw,N/A,,86,95,37,63,14,462,3450,2521,73.07,557,Nil,1389,41 week,10
06-10-2020,B,saw,N/A,,61,405,34,412,39,34,3450,1818,52.7,439,,1598,41 week,10
06-10-2020,B,saw,N/A,,41,358,40,459,59,385,3450,3085,89.42,743,Nil,1123,41 week,10
06-10-2020,B,saw,N/A,,55,221,4,297,45,404,3450,232,6.72,625,,430,41 week,10
06-10-2020,B,saw,Pounds 2,Karthik ,12,473,12,199,88,75,3450,2388,69.22,548,ER70S6-3.2mm-650-D,1787,41 week,10
06-10-2020,C,saw,Pounds 1,Praveen K. V.,27,110,36,281,73,204,3450,1001,29.01,314,EM12K-3.2mm-650-D,1718,41 week,10
06-10-2020,C,saw,N/A,,91,225,34,154,9,150,3450,1238,35.88,375,,1608,41 week,10
06-10-2020,C,saw,N/A,,64,440,13,89,36,307,3450,2945,85.36,747,,2238,41 week,10
06-10-2020,C,saw,N/A,,60,192,28,112,40,467,3450,2762,80.06,659,,673,41 week,10
06-10-2020,C,saw,N/A,,65,83,30,157,35,40,3450,586,16.99,123,,1636,41 week,10
06-10-2020,C,saw,N/A,,34,122,30,387,66,395,3450,867,25.13,517,,1484,41 week,10
06-10-2020,C,saw,N/A,,11,156,7,356,89,142,3450,1371,39.74,298,Nil,2678,41 week,10
06-10-2020,C,saw,N/A,,38,266,23,354,62,468,3450,1756,50.9,734,,921,41 week,10
06-10-2020,C,saw,N/A,,42,416,34,340,58,333,3450,962,27.88,749,Nil,2770,41 week,10
06-10-2020,C,saw,N/A,,44,311,37,478,56,184,3450,3002,87.01,495,,2887,41 week,10
06-10-2020,C,saw,Pounds 2,Karthik ,45,83,31,346,55,80,3450,1866,54.09,163,ER70S6-3.2mm-650-D,816,41 week,10
06-10-2020,C,saw,Pounds 1,Praveen K. V.,10,361,30,189,90,247,3450,2238,64.87,608,Nil,2947,41 week,10
06-10-2020,C,saw,N/A,,45,132,4,77,55,462,3450,1767,51.22,594,,909,41 week,10
06-10-2020,C,saw,N/A,,49,76,34,449,51,440,3450,1195,34.64,516,,856,41 week,10
06-10-2020,C,saw,N/A,,12,184,9,372,88,399,3450,1946,56.41,583,,1556,41 week,10
06-10-2020,C,saw,N/A,,69,401,15,360,31,83,3450,3287,95.28,484,,1410,41 week,10
06-10-2020,C,saw,N/A,,42,393,20,108,58,282,3450,2051,59.45,675,,1583,41 week,10
06-10-2020,C,saw,N/A,,43,137,36,420,57,148,3450,2204,63.88,285,Nil,634,41 week,10
06-10-2020,C,saw,N/A,,11,318,30,8,89,284,3450,1425,41.3,602,,2945,41 week,10
06-10-2020,C,saw,N/A,,52,405,22,187,48,36,3450,1795,52.03,441,Nil,2078,41 week,10
06-10-2020,C,saw,N/A,,100,29,1,52,0,130,3450,1827,52.96,159,,2518,41 week,10
06-10-2020,C,saw,Pounds 2,Karthik ,97,98,40,112,3,374,3450,3082,89.33,472,Nil,1580,41 week,10
06-10-2020,C,saw,Pounds 1,Praveen K. V.,48,183,31,353,52,299,3450,154,4.46,482,Nil,2124,41 week,10
06-10-2020,C,saw,N/A,,25,141,17,233,75,131,3450,1588,46.03,272,,2072,41 week,10
06-10-2020,C,saw,N/A,,29,193,7,383,71,321,3450,620,17.97,514,,643,41 week,10
06-10-2020,C,saw,N/A,,24,447,37,389,76,408,3450,298,8.64,855,,1893,41 week,10
06-10-2020,C,saw,N/A,,4,49,29,56,96,306,3450,544,15.77,355,,902,41 week,10
06-10-2020,C,saw,N/A,,31,316,25,424,69,54,3450,1534,44.46,370,,1688,41 week,10
06-10-2020,C,saw,N/A,,50,441,10,12,50,210,3450,587,17.01,651,Nil,2068,41 week,10
06-10-2020,C,saw,N/A,,65,304,17,154,35,291,3450,3193,92.55,595,,1471,41 week,10
06-10-2020,C,saw,N/A,,13,215,27,57,87,79,3450,1388,40.23,294,Nil,624,41 week,10
06-10-2020,C,saw,N/A,,88,244,31,15,12,357,3450,1796,52.06,601,,1570,41 week,10
06-10-2020,C,saw,Pounds 2,Karthik ,65,254,15,33,35,262,3450,3481,100.9,516,Nil,1141,41 week,10
07-10-2020,A,saw,Pounds 1,Praveen K. V.,90,229,13,229,10,173,3450,3143,91.1,402,Nil,908,41 week,10
07-10-2020,A,saw,N/A,,76,343,21,409,24,474,3450,1542,44.7,817,,2838,41 week,10
07-10-2020,A,saw,N/A,,9,251,25,429,91,30,3450,2529,73.3,281,,2947,41 week,10
07-10-2020,A,saw,N/A,,93,209,6,416,7,342,3450,2905,84.2,551,,1238,41 week,10
07-10-2020,A,saw,N/A,,33,404,10,24,67,327,3450,878,25.45,731,,2452,41 week,10
07-10-2020,A,saw,N/A,,2,382,8,198,98,459,3450,2790,80.87,841,,2331,41 week,10
07-10-2020,A,saw,N/A,,44,359,2,371,56,116,3450,2656,76.99,475,Nil,1699,41 week,10
07-10-2020,A,saw,N/A,,8,190,11,135,92,311,3450,1703,49.36,501,,1943,41 week,10
07-10-2020,A,saw,N/A,,63,70,28,412,37,462,3450,863,25.01,532,Nil,311,41 week,10
07-10-2020,A,saw,N/A,,35,171,31,89,65,215,3450,729,21.13,386,,541,41 week,10
07-10-2020,A,saw,Pounds 2,Karthik ,22,369,21,373,78,407,3450,2078,60.23,776,Nil,2113,41 week,10
07-10-2020,B,saw,Pounds 1,Praveen K. V.,48,395,15,427,52,223,3450,2954,85.62,618,Nil,556,41 week,10
07-10-2020,B,saw,N/A,,93,424,24,465,7,259,3450,640,18.55,683,,1098,41 week,10
07-10-2020,B,saw,N/A,,77,201,39,360,23,428,3450,2989,86.64,629,,531,41 week,10
07-10-2020,B,saw,N/A,,44,442,12,460,56,210,3450,2807,81.36,652,,585,41 week,10
07-10-2020,B,saw,N/A,,19,346,12,322,81,137,3450,1322,38.32,483,,1105,41 week,10
07-10-2020,B,saw,N/A,,0,466,20,159,100,26,3450,2838,82.26,492,,2628,41 week,10
07-10-2020,B,saw,N/A,,73,403,36,111,27,175,3450,624,18.09,578,Nil,2103,41 week,10
07-10-2020,B,saw,N/A,,35,464,35,21,65,318,3450,550,15.94,782,,2529,41 week,10
07-10-2020,B,saw,N/A,,40,261,21,352,60,390,3450,2392,69.33,651,Nil,1404,41 week,10
07-10-2020,B,saw,N/A,,83,400,1,408,17,85,3450,1674,48.52,485,,2728,41 week,10
07-10-2020,B,saw,Pounds 2,Praveen K. V.,80,217,35,124,20,350,3450,3039,88.09,567,ER70S6-3.2mm-650-D,1663,41 week,10
07-10-2020,C,saw,Pounds 1,Praveen K. V.,57,289,3,348,43,410,3450,2344,67.94,699,Nil,1914,41 week,10
07-10-2020,C,saw,N/A,,40,11,35,119,60,420,3450,1785,51.74,431,,1096,41 week,10
07-10-2020,C,saw,N/A,,100,279,19,414,0,350,3450,1459,42.29,629,,2933,41 week,10
07-10-2020,C,saw,N/A,,84,416,16,218,16,97,3450,1495,43.33,513,,1574,41 week,10
07-10-2020,C,saw,N/A,,48,437,11,37,52,214,3450,1013,29.36,651,,1208,41 week,10
07-10-2020,C,saw,N/A,,41,368,14,43,59,118,3450,2447,70.93,486,,1993,41 week,10
07-10-2020,C,saw,N/A,,82,41,22,215,18,148,3450,3090,89.57,189,Nil,41,41 week,10
07-10-2020,C,saw,N/A,,20,357,32,268,80,193,3450,1369,39.68,550,,348,41 week,10
07-10-2020,C,saw,N/A,,72,284,17,244,28,382,3450,2931,84.96,666,Nil,1652,41 week,10
07-10-2020,C,saw,N/A,,4,422,34,25,96,453,3450,440,12.75,875,,2089,41 week,10
07-10-2020,C,saw,Pounds 2,Praveen K. V.,34,110,14,330,66,243,3450,3164,91.71,353,Nil,2893,41 week,10
07-10-2020,C,saw,Pounds 1,Praveen K. V.,98,279,35,427,2,413,3450,499,14.46,692,Nil,470,41 week,10
07-10-2020,C,saw,N/A,,97,7,38,264,3,279,3450,1292,37.45,286,,280,41 week,10
07-10-2020,C,saw,N/A,,60,404,21,9,40,258,3450,1549,44.9,662,,2610,41 week,10
07-10-2020,C,saw,N/A,,73,373,30,386,27,411,3450,2355,68.26,784,,1238,41 week,10
07-10-2020,C,saw,N/A,,79,464,13,217,21,314,3450,3248,94.14,778,,1094,41 week,10
07-10-2020,C,saw,N/A,,8,211,1,221,92,427,3450,240,6.96,638,,869,41 week,10
07-10-2020,C,saw,N/A,,96,51,32,48,4,367,3450,2751,79.74,418,Nil,515,41 week,10
07-10-2020,C,saw,N/A,,92,336,37,374,8,61,3450,3445,99.86,397,,66,41 week,10
07-10-2020,C,saw,N/A,,98,203,25,76,2,34,3450,1635,47.39,237,Nil,1201,41 week,10
07-10-2020,C,saw,N/A,,42,7,13,366,58,203,3450,1537,44.55,210,,512,41 week,10
07-10-2020,C,saw,Pounds 2,Praveen K. V.,16,172,32,234,84,413,3450,2449,70.99,585,Nil,1049,41 week,10
08-10-2020,A,saw,Pounds 1,Praveen K. V.,94,351,36,174,6,216,3450,313,9.07,567,Nil,1992,41 week,10
08-10-2020,A,saw,N/A,,61,165,8,150,39,297,3450,3447,99.91,462,,1443,41 week,10
08-10-2020,A,saw,N/A,,52,364,3,275,48,215,3450,2163,62.7,579,,676,41 week,10
08-10-2020,A,saw,N/A,,68,373,33,313,32,199,3450,3028,87.77,572,,1068,41 week,10
08-10-2020,A,saw,N/A,,73,387,33,209,27,342,3450,1421,41.19,729,,2691,41 week,10
08-10-2020,A,saw,N/A,,99,257,15,44,1,411,3450,532,15.42,668,,291,41 week,10
08-10-2020,A,saw,N/A,,53,369,36,310,47,295,3450,3117,90.35,664,Nil,2170,41 week,10
08-10-2020,A,saw,N/A,,54,340,27,298,46,87,3450,3319,96.2,427,,1133,41 week,10
08-10-2020,A,saw,N/A,,23,166,23,327,77,50,3450,3242,93.97,216,Nil,1733,41 week,10
08-10-2020,A,saw,N/A,,37,148,26,18,63,138,3450,2967,86,286,,1671,41 week,10
08-10-2020,A,saw,Pounds 2,Praveen K. V.,34,351,37,375,66,347,3450,61,1.77,698,Nil,576,41 week,10
08-10-2020,B,saw,Pounds 1,Praveen K. V.,85,386,10,244,15,232,3450,2859,82.87,618,EM12K-3.2mm-650-D,1318,41 week,10
08-10-2020,B,saw,N/A,,74,147,21,223,26,262,3450,2246,65.1,409,,792,41 week,10
08-10-2020,B,saw,N/A,,3,471,20,303,97,100,3450,771,22.35,571,,2822,41 week,10
08-10-2020,B,saw,N/A,,64,330,17,112,36,45,3450,2868,83.13,375,,47,41 week,10
08-10-2020,B,saw,N/A,,5,430,32,471,95,183,3450,2248,65.16,613,,177,41 week,10
08-10-2020,B,saw,N/A,,6,20,13,396,94,135,3450,1232,35.71,155,,21,41 week,10
08-10-2020,B,saw,N/A,,44,186,34,33,56,374,3450,1258,36.46,560,Nil,266,41 week,10
08-10-2020,B,saw,N/A,,81,228,40,206,19,379,3450,511,14.81,607,,1314,41 week,10
08-10-2020,B,saw,N/A,,90,353,31,75,10,301,3450,286,8.29,654,Nil,849,41 week,10
08-10-2020,B,saw,N/A,,71,5,37,466,29,165,3450,1356,39.3,170,,931,41 week,10
08-10-2020,B,saw,Pounds 2,Karthik ,2,100,9,49,98,54,3450,2885,83.62,154,ER70S6-3.2mm-650-D,2587,41 week,10
08-10-2020,C,saw,Pounds 1,Praveen K. V.,0,75,1,391,100,12,3450,2946,85.39,87,Nil,2975,41 week,10
08-10-2020,C,saw,N/A,,97,432,33,8,3,29,3450,118,3.42,461,,1467,41 week,10
08-10-2020,C,saw,N/A,,9,10,15,3,91,245,3450,1798,52.12,255,,1534,41 week,10
08-10-2020,C,saw,N/A,,49,66,33,429,51,451,3450,2993,86.75,517,,2333,41 week,10
08-10-2020,C,saw,N/A,,32,389,3,44,68,445,3450,120,3.48,834,,1797,41 week,10
08-10-2020,C,saw,N/A,,34,467,38,101,66,233,3450,1262,36.58,700,,2168,41 week,10
08-10-2020,C,saw,N/A,,36,348,17,15,64,159,3450,3497,101.36,507,Nil,227,41 week,10
08-10-2020,C,saw,N/A,,24,20,3,111,76,338,3450,107,3.1,358,,2969,41 week,10
08-10-2020,C,saw,N/A,,98,478,20,257,2,361,3450,1703,49.36,839,Nil,0,41 week,10
08-10-2020,C,saw,N/A,,78,281,32,454,22,231,3450,919,26.64,512,,2464,41 week,10
08-10-2020,C,saw,Pounds 2,Karthik ,75,440,4,40,25,463,3450,3328,96.46,903,Nil,418,41 week,10
08-10-2020,C,saw,Pounds 1,Praveen K. V.,80,171,11,241,20,321,3450,3405,98.7,492,Nil,1269,41 week,10
08-10-2020,C,saw,N/A,,38,449,5,232,62,115,3450,1149,33.3,564,,1611,41 week,10
08-10-2020,C,saw,N/A,,24,10,3,215,76,302,3450,2357,68.32,312,,1695,41 week,10
08-10-2020,C,saw,N/A,,18,362,16,325,82,214,3450,2693,78.06,576,,988,41 week,10
08-10-2020,C,saw,N/A,,88,382,28,402,12,231,3450,753,21.83,613,,1378,41 week,10
08-10-2020,C,saw,N/A,,42,4,10,79,58,76,3450,475,13.77,80,,1034,41 week,10
08-10-2020,C,saw,N/A,,68,184,30,58,32,410,3450,3325,96.38,594,Nil,2188,41 week,10
08-10-2020,C,saw,N/A,,10,331,40,386,90,43,3450,2116,61.33,374,,2269,41 week,10
08-10-2020,C,saw,N/A,,2,293,30,45,98,101,3450,2782,80.64,394,Nil,141,41 week,10
08-10-2020,C,saw,N/A,,58,245,21,102,42,39,3450,1737,50.35,284,,969,41 week,10
08-10-2020,C,saw,Pounds 2,Karthik ,52,20,16,222,48,355,3450,1398,40.52,375,Nil,1158,41 week,10
09-10-2020,A,saw,Pounds 1,Praveen K. V.,64,232,10,146,36,99,3450,1660,48.12,331,Nil,2708,41 week,10
09-10-2020,A,saw,N/A,,90,238,30,14,10,85,3450,2040,59.13,323,,1554,41 week,10
09-10-2020,A,saw,N/A,,24,228,31,122,76,170,3450,248,7.19,398,,2252,41 week,10
09-10-2020,A,saw,N/A,,54,184,3,20,46,119,3450,1768,51.25,303,,934,41 week,10
09-10-2020,A,saw,N/A,,42,117,12,163,58,121,3450,2471,71.62,238,,1739,41 week,10
09-10-2020,A,saw,N/A,,28,355,17,294,72,87,3450,2418,70.09,442,,1595,41 week,10
09-10-2020,A,saw,N/A,,48,249,8,209,52,375,3450,177,5.13,624,Nil,2548,41 week,10
09-10-2020,A,saw,N/A,,91,266,35,196,9,217,3450,2452,71.07,483,,1520,41 week,10
09-10-2020,A,saw,N/A,,36,83,19,216,64,417,3450,1372,39.77,500,Nil,153,41 week,10
